"business_id","date","ViolationTypeID","risk_category","description"
39294,"20150128",103107,"High Risk","Improper reheating of food"
39294,"20150128",103147,"Low Risk","Inadequate ventilation or lighting"
39294,"20150128",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39294,"20150128",103142,"Low Risk","Unclean nonfood contact surfaces"
39294,"20130905",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39294,"20130905",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39294,"20130905",103107,"High Risk","Improper reheating of food"
39294,"20130905",103133,"Moderate Risk","Foods not protected from contamination"
39295,"20140915",103145,"Low Risk","Improper storage of equipment utensils or linens"
39295,"20140915",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39295,"20140915",103156,"Low Risk","Permit license or inspection report not posted"
39295,"20130513",103150,"Low Risk","Improper or defective plumbing"
39295,"20130513",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39295,"20130513",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39295,"20130513",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39296,"20140613",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39296,"20140613",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39296,"20140613",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39296,"20131120",103157,"Low Risk","Food safety certificate or food handler card not available"
39296,"20131120",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39296,"20131120",103142,"Low Risk","Unclean nonfood contact surfaces"
39396,"20140602",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39396,"20140602",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39396,"20140602",103142,"Low Risk","Unclean nonfood contact surfaces"
39396,"20140602",103139,"Low Risk","Improper food storage"
39396,"20140602",103131,"Moderate Risk","Moderate risk vermin infestation"
39396,"20140602",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39396,"20140602",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39396,"20140602",103156,"Low Risk","Permit license or inspection report not posted"
39396,"20130416",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39396,"20130416",103133,"Moderate Risk","Foods not protected from contamination"
39396,"20130416",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39396,"20130416",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39396,"20130416",103114,"High Risk","High risk vermin infestation"
39396,"20130416",103156,"Low Risk","Permit license or inspection report not posted"
39396,"20130416",103142,"Low Risk","Unclean nonfood contact surfaces"
39396,"20130416",103139,"Low Risk","Improper food storage"
39396,"20130416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39396,"20131030",103156,"Low Risk","Permit license or inspection report not posted"
39396,"20131030",103103,"High Risk","High risk food holding temperature "
39396,"20131030",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39396,"20131030",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39396,"20131030",103133,"Moderate Risk","Foods not protected from contamination"
39396,"20131030",103139,"Low Risk","Improper food storage"
39396,"20131030",103145,"Low Risk","Improper storage of equipment utensils or linens"
39396,"20131030",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39396,"20150623",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39396,"20150623",103114,"High Risk","High risk vermin infestation"
39396,"20150623",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39396,"20150623",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39396,"20150623",103145,"Low Risk","Improper storage of equipment utensils or linens"
39396,"20150623",103133,"Moderate Risk","Foods not protected from contamination"
39396,"20150623",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39398,"20140317",103103,"High Risk","High risk food holding temperature "
39398,"20140317",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39398,"20140317",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39398,"20140317",103150,"Low Risk","Improper or defective plumbing"
39398,"20140317",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
39398,"20140822",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39398,"20140822",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39398,"20140822",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39398,"20140822",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39398,"20140822",103142,"Low Risk","Unclean nonfood contact surfaces"
39398,"20130731",103109,"High Risk","Unclean or unsanitary food contact surfaces"
39398,"20130731",103103,"High Risk","High risk food holding temperature "
39398,"20130731",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39398,"20130731",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39398,"20130731",103142,"Low Risk","Unclean nonfood contact surfaces"
39398,"20150929",103120,"Moderate Risk","Moderate risk food holding temperature "
39398,"20150929",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39398,"20150929",103157,"Low Risk","Food safety certificate or food handler card not available"
39401,"20140730",103120,"Moderate Risk","Moderate risk food holding temperature "
39401,"20130814",103132,"Moderate Risk","Improper thawing methods "
39401,"20150908",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39403,"20140422",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39403,"20130910",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39420,"20160330",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39420,"20160330",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39420,"20130802",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39426,"20130806",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39426,"20130806",103147,"Low Risk","Inadequate ventilation or lighting"
39426,"20130806",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39426,"20130806",103157,"Low Risk","Food safety certificate or food handler card not available"
39426,"20130806",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39426,"20130806",103162,"Low Risk","Other low risk violation"
39426,"20130806",103102,"High Risk","Unclean hands or improper use of gloves"
39426,"20130806",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39426,"20130806",103112,"High Risk","No hot water or running water"
39426,"20150924",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39426,"20150924",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39426,"20150924",103112,"High Risk","No hot water or running water"
39426,"20150924",103109,"High Risk","Unclean or unsanitary food contact surfaces"
39426,"20150924",103103,"High Risk","High risk food holding temperature "
39426,"20150924",103102,"High Risk","Unclean hands or improper use of gloves"
39426,"20150924",103156,"Low Risk","Permit license or inspection report not posted"
39481,"20140307",103147,"Low Risk","Inadequate ventilation or lighting"
39481,"20140307",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
39481,"20140307",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39481,"20140307",103162,"Low Risk","Other low risk violation"
39481,"20140307",103120,"Moderate Risk","Moderate risk food holding temperature "
39481,"20131021",103102,"High Risk","Unclean hands or improper use of gloves"
39481,"20131021",103147,"Low Risk","Inadequate ventilation or lighting"
39481,"20130905",103103,"High Risk","High risk food holding temperature "
39481,"20131021",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39481,"20130905",103112,"High Risk","No hot water or running water"
39481,"20131021",103103,"High Risk","High risk food holding temperature "
39481,"20130905",103147,"Low Risk","Inadequate ventilation or lighting"
39481,"20150803",103103,"High Risk","High risk food holding temperature "
39481,"20150803",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39481,"20150803",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39481,"20150803",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39481,"20150803",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39481,"20150803",103139,"Low Risk","Improper food storage"
39482,"20130824",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39495,"20140616",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39495,"20150402",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39495,"20130425",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39528,"20140507",103142,"Low Risk","Unclean nonfood contact surfaces"
39528,"20140507",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39528,"20140507",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39528,"20140825",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39528,"20140825",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39528,"20140825",103161,"Low Risk","Low risk vermin infestation"
39528,"20140825",103133,"Moderate Risk","Foods not protected from contamination"
39528,"20140825",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39528,"20130919",103139,"Low Risk","Improper food storage"
39528,"20130919",103156,"Low Risk","Permit license or inspection report not posted"
39528,"20130919",103103,"High Risk","High risk food holding temperature "
39586,"20140529",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39586,"20140529",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39586,"20140529",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39586,"20140529",103142,"Low Risk","Unclean nonfood contact surfaces"
39586,"20130619",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39586,"20130626",103164,"N/A",
39586,"20130619",103114,"High Risk","High risk vermin infestation"
39586,"20130619",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39586,"20130619",103150,"Low Risk","Improper or defective plumbing"
39586,"20131115",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39586,"20131115",103114,"High Risk","High risk vermin infestation"
39586,"20131115",103157,"Low Risk","Food safety certificate or food handler card not available"
39586,"20131115",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39606,"20140527",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39606,"20140527",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39606,"20140527",103150,"Low Risk","Improper or defective plumbing"
39608,"20140418",103133,"Moderate Risk","Foods not protected from contamination"
39608,"20140418",103157,"Low Risk","Food safety certificate or food handler card not available"
39608,"20140418",103142,"Low Risk","Unclean nonfood contact surfaces"
39608,"20140418",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39608,"20140418",103139,"Low Risk","Improper food storage"
39608,"20140418",103109,"High Risk","Unclean or unsanitary food contact surfaces"
39608,"20140418",103132,"Moderate Risk","Improper thawing methods "
39608,"20141110",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39608,"20141110",103138,"Low Risk","Improper storage use or identification of toxic substances"
39608,"20141110",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39608,"20130425",103133,"Moderate Risk","Foods not protected from contamination"
39608,"20130425",103139,"Low Risk","Improper food storage"
39608,"20130425",103142,"Low Risk","Unclean nonfood contact surfaces"
39608,"20130425",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39608,"20131113",103133,"Moderate Risk","Foods not protected from contamination"
39608,"20131113",103132,"Moderate Risk","Improper thawing methods "
39608,"20131113",103102,"High Risk","Unclean hands or improper use of gloves"
39608,"20131113",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39608,"20131113",103139,"Low Risk","Improper food storage"
39608,"20150818",103142,"Low Risk","Unclean nonfood contact surfaces"
39608,"20150818",103139,"Low Risk","Improper food storage"
39615,"20140205",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39615,"20140205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39615,"20130820",103142,"Low Risk","Unclean nonfood contact surfaces"
39615,"20130820",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39625,"20140630",103131,"Moderate Risk","Moderate risk vermin infestation"
39625,"20131216",103131,"Moderate Risk","Moderate risk vermin infestation"
39625,"20131216",103142,"Low Risk","Unclean nonfood contact surfaces"
39625,"20150709",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39625,"20150709",103131,"Moderate Risk","Moderate risk vermin infestation"
39625,"20150709",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
39665,"20140205",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
39665,"20140205",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39665,"20140205",103156,"Low Risk","Permit license or inspection report not posted"
39665,"20141107",103143,"Low Risk","Inadequate warewashing facilities or equipment"
39665,"20141107",103157,"Low Risk","Food safety certificate or food handler card not available"
39665,"20141107",103145,"Low Risk","Improper storage of equipment utensils or linens"
39665,"20141107",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39665,"20130718",103156,"Low Risk","Permit license or inspection report not posted"
39665,"20151121",103145,"Low Risk","Improper storage of equipment utensils or linens"
39665,"20151121",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39665,"20151121",103133,"Moderate Risk","Foods not protected from contamination"
39665,"20151121",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39665,"20151121",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39665,"20151121",103156,"Low Risk","Permit license or inspection report not posted"
39667,"20141201",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39667,"20141201",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39667,"20130412",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39667,"20131010",103131,"Moderate Risk","Moderate risk vermin infestation"
39667,"20131010",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39667,"20151016",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39667,"20151016",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39667,"20151016",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39667,"20151016",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39687,"20140424",103131,"Moderate Risk","Moderate risk vermin infestation"
39687,"20140424",103120,"Moderate Risk","Moderate risk food holding temperature "
39687,"20140424",103139,"Low Risk","Improper food storage"
39687,"20131004",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39693,"20140507",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39693,"20140507",103109,"High Risk","Unclean or unsanitary food contact surfaces"
39693,"20140507",103114,"High Risk","High risk vermin infestation"
39693,"20150212",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39693,"20150212",103142,"Low Risk","Unclean nonfood contact surfaces"
39693,"20150212",103139,"Low Risk","Improper food storage"
39693,"20150212",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39693,"20150212",103103,"High Risk","High risk food holding temperature "
39693,"20150212",103114,"High Risk","High risk vermin infestation"
39693,"20130516",103157,"Low Risk","Food safety certificate or food handler card not available"
39693,"20130516",103156,"Low Risk","Permit license or inspection report not posted"
39693,"20130516",103133,"Moderate Risk","Foods not protected from contamination"
39693,"20130516",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39693,"20130516",103131,"Moderate Risk","Moderate risk vermin infestation"
39693,"20130516",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39693,"20130516",103120,"Moderate Risk","Moderate risk food holding temperature "
39695,"20140331",103133,"Moderate Risk","Foods not protected from contamination"
39695,"20140331",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39695,"20140331",103145,"Low Risk","Improper storage of equipment utensils or linens"
39695,"20140902",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39695,"20140902",103129,"Moderate Risk","Insufficient hot water or running water"
39695,"20151008",103102,"High Risk","Unclean hands or improper use of gloves"
39695,"20151008",103114,"High Risk","High risk vermin infestation"
39695,"20151008",103129,"Moderate Risk","Insufficient hot water or running water"
39695,"20151008",103132,"Moderate Risk","Improper thawing methods "
39695,"20151008",103103,"High Risk","High risk food holding temperature "
39695,"20151008",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39695,"20151008",103105,"High Risk","Improper cooling methods"
39706,"20150414",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39706,"20150414",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39707,"20140604",103120,"Moderate Risk","Moderate risk food holding temperature "
39707,"20130518",103138,"Low Risk","Improper storage use or identification of toxic substances"
39707,"20130518",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39708,"20140521",103142,"Low Risk","Unclean nonfood contact surfaces"
39708,"20140521",103139,"Low Risk","Improper food storage"
39708,"20140521",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39708,"20140521",103120,"Moderate Risk","Moderate risk food holding temperature "
39708,"20131101",103134,"Moderate Risk","Other moderate risk violation"
39708,"20131101",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39708,"20131101",103120,"Moderate Risk","Moderate risk food holding temperature "
39773,"20140404",103131,"Moderate Risk","Moderate risk vermin infestation"
39773,"20140404",103133,"Moderate Risk","Foods not protected from contamination"
39773,"20130722",103120,"Moderate Risk","Moderate risk food holding temperature "
39773,"20130722",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39776,"20140319",103118,"Moderate Risk","Employee eating or smoking"
39776,"20140319",103142,"Low Risk","Unclean nonfood contact surfaces"
39776,"20140319",103132,"Moderate Risk","Improper thawing methods "
39776,"20140319",103120,"Moderate Risk","Moderate risk food holding temperature "
39776,"20140319",103157,"Low Risk","Food safety certificate or food handler card not available"
39776,"20140319",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
39776,"20130924",103102,"High Risk","Unclean hands or improper use of gloves"
39776,"20130924",103139,"Low Risk","Improper food storage"
39776,"20130924",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39776,"20130924",103142,"Low Risk","Unclean nonfood contact surfaces"
39810,"20160308",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39810,"20160308",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39810,"20160308",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39810,"20160308",103102,"High Risk","Unclean hands or improper use of gloves"
39810,"20160308",103139,"Low Risk","Improper food storage"
39810,"20160308",103131,"Moderate Risk","Moderate risk vermin infestation"
39810,"20140321",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39810,"20140321",103133,"Moderate Risk","Foods not protected from contamination"
39810,"20140321",103139,"Low Risk","Improper food storage"
39810,"20140321",103150,"Low Risk","Improper or defective plumbing"
39824,"20140321",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39824,"20140321",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39824,"20140321",103105,"High Risk","Improper cooling methods"
39824,"20150924",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39824,"20150924",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39824,"20150924",103120,"Moderate Risk","Moderate risk food holding temperature "
39824,"20150924",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39824,"20150924",103133,"Moderate Risk","Foods not protected from contamination"
39851,"20140527",103123,"Moderate Risk","Food in poor condition"
39851,"20140527",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39851,"20150519",103133,"Moderate Risk","Foods not protected from contamination"
39851,"20150519",103131,"Moderate Risk","Moderate risk vermin infestation"
39851,"20150519",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
39851,"20150519",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39851,"20131119",103120,"Moderate Risk","Moderate risk food holding temperature "
39862,"20130410",103120,"Moderate Risk","Moderate risk food holding temperature "
39862,"20130410",103139,"Low Risk","Improper food storage"
39862,"20130410",103157,"Low Risk","Food safety certificate or food handler card not available"
39862,"20131016",103157,"Low Risk","Food safety certificate or food handler card not available"
39862,"20151002",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39862,"20151002",103103,"High Risk","High risk food holding temperature "
39875,"20140728",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
39875,"20140728",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
39875,"20150126",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39888,"20160224",103156,"Low Risk","Permit license or inspection report not posted"
39888,"20160224",103148,"Low Risk","No thermometers or uncalibrated thermometers "
39888,"20160224",103120,"Moderate Risk","Moderate risk food holding temperature "
39888,"20160224",103145,"Low Risk","Improper storage of equipment utensils or linens"
39888,"20140425",103103,"High Risk","High risk food holding temperature "
39888,"20140425",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
39888,"20141106",103133,"Moderate Risk","Foods not protected from contamination"
39888,"20141106",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
39888,"20131015",103133,"Moderate Risk","Foods not protected from contamination"
39936,"20141017",103147,"Low Risk","Inadequate ventilation or lighting"
39936,"20141017",103133,"Moderate Risk","Foods not protected from contamination"
39936,"20141017",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39936,"20141017",103103,"High Risk","High risk food holding temperature "
39936,"20141017",103102,"High Risk","Unclean hands or improper use of gloves"
39936,"20130503",103103,"High Risk","High risk food holding temperature "
39937,"20140822",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
39937,"20130503",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
39980,"20140210",103131,"Moderate Risk","Moderate risk vermin infestation"
39980,"20141029",103131,"Moderate Risk","Moderate risk vermin infestation"
40001,"20140610",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40001,"20130612",103105,"High Risk","Improper cooling methods"
40001,"20150825",103105,"High Risk","Improper cooling methods"
40001,"20150825",103161,"Low Risk","Low risk vermin infestation"
40008,"20140328",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
40008,"20140328",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40008,"20141006",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40008,"20130830",103156,"Low Risk","Permit license or inspection report not posted"
40029,"20131016",103129,"Moderate Risk","Insufficient hot water or running water"
40029,"20131016",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40029,"20131016",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40123,"20131205",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40123,"20131205",103150,"Low Risk","Improper or defective plumbing"
40144,"20140325",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
40144,"20140325",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40144,"20140325",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
40144,"20140325",103142,"Low Risk","Unclean nonfood contact surfaces"
40144,"20140325",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40144,"20140325",103156,"Low Risk","Permit license or inspection report not posted"
40144,"20140325",103161,"Low Risk","Low risk vermin infestation"
40144,"20140925",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40144,"20140925",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40144,"20140925",103161,"Low Risk","Low risk vermin infestation"
40144,"20130722",103161,"Low Risk","Low risk vermin infestation"
40144,"20130722",103156,"Low Risk","Permit license or inspection report not posted"
40144,"20130722",103139,"Low Risk","Improper food storage"
40144,"20151117",103120,"Moderate Risk","Moderate risk food holding temperature "
40144,"20151117",103139,"Low Risk","Improper food storage"
40151,"20140326",103147,"Low Risk","Inadequate ventilation or lighting"
40151,"20140326",103133,"Moderate Risk","Foods not protected from contamination"
40151,"20140326",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40151,"20140326",103157,"Low Risk","Food safety certificate or food handler card not available"
40151,"20141029",103139,"Low Risk","Improper food storage"
40151,"20141029",103157,"Low Risk","Food safety certificate or food handler card not available"
40151,"20130917",103157,"Low Risk","Food safety certificate or food handler card not available"
40151,"20130917",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40185,"20140910",103156,"Low Risk","Permit license or inspection report not posted"
40185,"20140910",103120,"Moderate Risk","Moderate risk food holding temperature "
40185,"20140910",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
40197,"20130717",103112,"High Risk","No hot water or running water"
40197,"20131106",103138,"Low Risk","Improper storage use or identification of toxic substances"
40197,"20150729",103129,"Moderate Risk","Insufficient hot water or running water"
40216,"20140226",103120,"Moderate Risk","Moderate risk food holding temperature "
40216,"20140226",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40216,"20140226",103131,"Moderate Risk","Moderate risk vermin infestation"
40216,"20140226",103142,"Low Risk","Unclean nonfood contact surfaces"
40216,"20140226",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40216,"20141203",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40216,"20141203",103132,"Moderate Risk","Improper thawing methods "
40216,"20141203",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40216,"20141203",103133,"Moderate Risk","Foods not protected from contamination"
40216,"20141203",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40216,"20141203",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
40216,"20130904",103142,"Low Risk","Unclean nonfood contact surfaces"
40216,"20130904",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40216,"20130904",103157,"Low Risk","Food safety certificate or food handler card not available"
40216,"20130904",103147,"Low Risk","Inadequate ventilation or lighting"
40216,"20130904",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
40216,"20130904",103120,"Moderate Risk","Moderate risk food holding temperature "
40217,"20140606",103139,"Low Risk","Improper food storage"
40217,"20140606",103150,"Low Risk","Improper or defective plumbing"
40217,"20140606",103161,"Low Risk","Low risk vermin infestation"
40217,"20130516",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40217,"20130516",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
40227,"20140328",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40227,"20141215",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
40227,"20141215",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40227,"20141215",103139,"Low Risk","Improper food storage"
40227,"20141215",103148,"Low Risk","No thermometers or uncalibrated thermometers "
40227,"20130606",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
40227,"20130606",103156,"Low Risk","Permit license or inspection report not posted"
57552,"20140328",103162,"Low Risk","Other low risk violation"
57552,"20140328",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
57552,"20140328",103157,"Low Risk","Food safety certificate or food handler card not available"
57552,"20140328",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
57552,"20140328",103103,"High Risk","High risk food holding temperature "
57552,"20140328",103139,"Low Risk","Improper food storage"
57552,"20150526",103133,"Moderate Risk","Foods not protected from contamination"
57552,"20150526",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
57552,"20150526",103120,"Moderate Risk","Moderate risk food holding temperature "
57552,"20150526",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
57552,"20150526",103157,"Low Risk","Food safety certificate or food handler card not available"
57552,"20150526",103161,"Low Risk","Low risk vermin infestation"
57579,"20140512",103145,"Low Risk","Improper storage of equipment utensils or linens"
57579,"20140512",103142,"Low Risk","Unclean nonfood contact surfaces"
57579,"20140512",103131,"Moderate Risk","Moderate risk vermin infestation"
57579,"20140512",103147,"Low Risk","Inadequate ventilation or lighting"
57579,"20140512",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
