"business_id","Score","date","type"
16424,92,"20151229","Routine - Unscheduled"
16424,92,"20150417","Routine - Unscheduled"
16424,90,"20140605","Routine - Unscheduled"
16424,94,"20130702","Routine - Unscheduled"
16432,96,"20140528","Routine - Unscheduled"
16432,90,"20131030","Routine - Unscheduled"
16441,80,"20141209","Routine - Unscheduled"
16441,92,"20140610","Routine - Unscheduled"
16441,,"20131220","Reinspection/Followup"
16441,,"20131204","Reinspection/Followup"
16441,86,"20131118","Routine - Unscheduled"
16441,94,"20130424","Routine - Unscheduled"
16513,,"20151121","Reinspection/Followup"
16513,83,"20151104","Routine - Unscheduled"
16513,,"20150320","Reinspection/Followup"
16513,83,"20150304","Routine - Unscheduled"
16513,,"20140609","Reinspection/Followup"
16513,81,"20140519","Routine - Unscheduled"
16513,,"20131022","Reinspection/Followup"
16513,88,"20131007","Routine - Unscheduled"
16551,92,"20140908","Routine - Unscheduled"
16551,,"20131122","Reinspection/Followup"
16551,100,"20131122","Routine - Unscheduled"
16751,82,"20150331","Routine - Unscheduled"
16751,94,"20140326","Routine - Unscheduled"
16751,86,"20130924","Routine - Unscheduled"
16784,100,"20150112","Routine - Unscheduled"
16784,100,"20131018","Routine - Unscheduled"
17346,100,"20150828","Routine - Unscheduled"
17346,,"20140515","Reinspection/Followup"
17346,93,"20140507","Routine - Unscheduled"
17346,96,"20130716","Routine - Unscheduled"
17411,75,"20160229","Routine - Unscheduled"
17411,85,"20140903","Routine - Unscheduled"
17411,,"20140130","Reinspection/Followup"
17411,85,"20140102","Routine - Unscheduled"
17411,,"20130524","Reinspection/Followup"
17411,74,"20130430","Routine - Unscheduled"
17508,100,"20150218","Routine - Unscheduled"
17508,,"20140311","Reinspection/Followup"
17508,100,"20140311","Routine - Unscheduled"
17522,100,"20140612","Routine - Unscheduled"
17522,100,"20130604","Routine - Unscheduled"
17523,93,"20140611","Routine - Unscheduled"
17523,94,"20130604","Routine - Unscheduled"
17524,96,"20140611","Routine - Unscheduled"
17524,96,"20140604","Routine - Unscheduled"
17524,90,"20130604","Routine - Unscheduled"
17570,,"20160229","Reinspection/Followup"
17570,78,"20160127","Routine - Unscheduled"
17570,,"20150731","New Construction"
17570,,"20150723","New Construction"
17570,,"20150428","Reinspection/Followup"
17570,,"20150427","Reinspection/Followup"
17570,,"20150403","New Construction"
17570,83,"20150311","Routine - Unscheduled"
17570,,"20140630","Reinspection/Followup"
17570,68,"20140620","Routine - Unscheduled"
17570,,"20140429","Complaint"
17570,92,"20131206","Routine - Unscheduled"
17616,,"20140930","Reinspection/Followup"
17616,86,"20140908","Routine - Unscheduled"
17616,,"20130620","Reinspection/Followup"
17616,92,"20130613","Routine - Unscheduled"
17647,,"20150904","Complaint"
17647,86,"20150623","Routine - Unscheduled"
17647,86,"20140325","Routine - Unscheduled"
17647,,"20131112","Non-inspection site visit"
17647,,"20131107","New Construction"
17647,,"20130716","Non-inspection site visit"
17647,,"20130705","Reinspection/Followup"
17647,71,"20130703","Routine - Unscheduled"
17689,91,"20150429","Routine - Unscheduled"
17689,90,"20130920","Routine - Unscheduled"
17723,,"20140718","Complaint"
17723,79,"20140718","Routine - Unscheduled"
17723,81,"20131203","Routine - Unscheduled"
17736,98,"20150805","Routine - Unscheduled"
17736,98,"20140922","Routine - Unscheduled"
17736,89,"20140311","Routine - Unscheduled"
17736,98,"20130808","Routine - Unscheduled"
17736,,"20130808","Reinspection/Followup"
17750,,"20160210","Reinspection/Followup"
17750,88,"20160209","Routine - Unscheduled"
17750,,"20151114","Complaint"
17750,,"20151114","Complaint"
17750,,"20140731","Reinspection/Followup"
17750,92,"20140606","Routine - Unscheduled"
17750,94,"20130925","Routine - Unscheduled"
17762,,"20140930","Reinspection/Followup"
17762,83,"20140902","Routine - Unscheduled"
17762,,"20130516","Reinspection/Followup"
17762,94,"20130509","Routine - Unscheduled"
17763,,"20150728","New Construction"
17763,100,"20150616","Routine - Unscheduled"
17763,100,"20140415","Routine - Unscheduled"
17763,98,"20131022","Routine - Unscheduled"
17763,100,"20130424","Routine - Unscheduled"
17779,,"20141030","Reinspection/Followup"
17779,91,"20141023","Routine - Unscheduled"
17779,,"20140312","Reinspection/Followup"
17779,96,"20140307","Routine - Unscheduled"
17779,98,"20130822","Routine - Unscheduled"
17822,,"20151021","Reinspection/Followup"
17822,91,"20150925","Routine - Unscheduled"
17822,96,"20141107","Routine - Unscheduled"
17822,91,"20140124","Routine - Unscheduled"
17822,91,"20130802","Routine - Unscheduled"
17822,96,"20130508","Routine - Unscheduled"
17933,84,"20160226","Routine - Unscheduled"
17933,100,"20150209","Routine - Unscheduled"
17933,,"20131016","Reinspection/Followup"
17933,92,"20130925","Routine - Unscheduled"
17946,96,"20151014","Routine - Unscheduled"
17946,96,"20140729","Routine - Unscheduled"
17946,94,"20140109","Routine - Unscheduled"
17946,98,"20130604","Routine - Unscheduled"
17947,,"20150817","Complaint"
17947,92,"20140327","Routine - Unscheduled"
17992,,"20151223","Reinspection/Followup"
17992,90,"20151109","Routine - Unscheduled"
17992,,"20141222","Reinspection/Followup"
17992,90,"20141208","Routine - Unscheduled"
17992,,"20140724","Reinspection/Followup"
17992,85,"20140528","Routine - Unscheduled"
17992,,"20140418","Complaint"
17992,83,"20131115","Routine - Unscheduled"
17992,,"20130708","Reinspection/Followup"
17992,85,"20130614","Routine - Unscheduled"
18047,,"20160310","Reinspection/Followup"
18047,83,"20160302","Routine - Unscheduled"
18047,92,"20150429","Routine - Unscheduled"
18047,,"20140502","Reinspection/Followup"
18047,88,"20140421","Routine - Unscheduled"
18047,,"20131011","Reinspection/Followup"
18047,,"20130926","Reinspection/Followup"
18047,85,"20130917","Routine - Unscheduled"
18047,,"20130515","Reinspection/Followup"
18047,79,"20130423","Routine - Unscheduled"
18079,96,"20141015","Routine - Unscheduled"
18079,94,"20140322","Routine - Unscheduled"
18102,,"20151223","Complaint"
18102,,"20151124","Reinspection/Followup"
18102,90,"20151116","Routine - Unscheduled"
18102,,"20150127","Reinspection/Followup"
18102,92,"20150109","Routine - Unscheduled"
18102,,"20140822","Reinspection/Followup"
18102,90,"20140528","Routine - Unscheduled"
18102,96,"20140205","Routine - Unscheduled"
18102,,"20130708","Reinspection/Followup"
18102,89,"20130614","Routine - Unscheduled"
18120,87,"20150618","Routine - Unscheduled"
18120,87,"20150521","Routine - Unscheduled"
18120,,"20130724","Reinspection/Followup"
18120,,"20130723","Non-inspection site visit"
18120,80,"20130723","Routine - Unscheduled"
18126,98,"20150414","Routine - Unscheduled"
18126,92,"20140226","Routine - Unscheduled"
18126,90,"20131209","Routine - Unscheduled"
18126,96,"20130424","Routine - Unscheduled"
18148,,"20151120","Reinspection/Followup"
18148,85,"20151112","Routine - Unscheduled"
18148,,"20141009","Reinspection/Followup"
18148,,"20141002","Reinspection/Followup"
18148,80,"20140923","Routine - Unscheduled"
18148,,"20140226","Reinspection/Followup"
18148,88,"20140219","Routine - Unscheduled"
18148,,"20130416","Non-inspection site visit"
18148,,"20130409","Reinspection/Followup"
18256,81,"20150819","Routine - Unscheduled"
18256,92,"20150408","Routine - Unscheduled"
18256,96,"20140617","Routine - Unscheduled"
18256,94,"20140422","Routine - Unscheduled"
18256,90,"20130603","Routine - Unscheduled"
18268,94,"20140709","Routine - Unscheduled"
18268,86,"20131107","Routine - Unscheduled"
18268,96,"20130612","Routine - Unscheduled"
18298,81,"20151123","Routine - Unscheduled"
18298,,"20130415","Reinspection/Followup"
18310,,"20150811","Reinspection/Followup"
18310,92,"20150804","Routine - Unscheduled"
18310,85,"20140701","Routine - Unscheduled"
18310,91,"20140121","Routine - Unscheduled"
18310,91,"20130514","Routine - Unscheduled"
18330,96,"20141203","Routine - Unscheduled"
18330,,"20140425","Reinspection/Followup"
18330,90,"20140418","Routine - Unscheduled"
18330,96,"20131029","Routine - Unscheduled"
18357,,"20151117","Reinspection/Followup"
18357,80,"20151103","Routine - Unscheduled"
18357,83,"20140708","Routine - Unscheduled"
18357,,"20131217","Non-inspection site visit"
18357,,"20131217","Reinspection/Followup"
18357,60,"20131213","Routine - Unscheduled"
18369,,"20151006","Reinspection/Followup"
18369,70,"20150922","Routine - Unscheduled"
18369,,"20150922","Complaint"
18369,,"20150218","Reinspection/Followup"
18369,69,"20150120","Routine - Unscheduled"
18369,,"20140407","Reinspection/Followup"
18369,74,"20140318","Routine - Unscheduled"
18369,62,"20130924","Routine - Unscheduled"
18399,,"20160328","New Construction"
18399,,"20150602","New Construction"
18399,100,"20141114","Routine - Unscheduled"
18399,100,"20140328","Routine - Unscheduled"
18399,98,"20130924","Routine - Unscheduled"
18400,100,"20150429","Routine - Unscheduled"
18400,100,"20140611","Routine - Unscheduled"
18403,98,"20150519","Routine - Unscheduled"
18403,,"20140424","Complaint"
18403,96,"20140205","Routine - Unscheduled"
18403,,"20130805","Reinspection/Followup"
18403,94,"20130802","Routine - Unscheduled"
18422,96,"20140812","Routine - Unscheduled"
18422,90,"20130425","Routine - Unscheduled"
18443,96,"20140606","Routine - Unscheduled"
18443,92,"20130517","Routine - Unscheduled"
18462,,"20150615","Reinspection/Followup"
18462,,"20150422","Reinspection/Followup"
18462,77,"20150410","Routine - Unscheduled"
18462,89,"20140402","Routine - Unscheduled"
18462,100,"20130611","Routine - Unscheduled"
18480,,"20141104","Reinspection/Followup"
18480,,"20141024","Complaint Reinspection/Followup"
18480,47,"20141023","Routine - Unscheduled"
18480,,"20130808","Reinspection/Followup"
18480,,"20130807","Complaint"
18480,,"20130719","Reinspection/Followup"
18480,,"20130628","Non-inspection site visit"
18480,,"20130628","Reinspection/Followup"
18480,,"20130626","Complaint"
18480,54,"20130626","Routine - Unscheduled"
18514,,"20150713","Reinspection/Followup"
18514,78,"20150518","Routine - Unscheduled"
18514,,"20140610","Complaint"
18514,90,"20140319","Routine - Unscheduled"
18514,,"20130930","Reinspection/Followup"
18514,91,"20130923","Routine - Unscheduled"
18538,96,"20150323","Routine - Unscheduled"
18538,,"20150213","Reinspection/Followup"
18538,96,"20140805","Routine - Unscheduled"
18538,,"20140805","Reinspection/Followup"
18538,94,"20130926","Routine - Unscheduled"
18573,96,"20150326","Routine - Unscheduled"
18573,,"20140422","Reinspection/Followup"
18573,87,"20140228","Routine - Unscheduled"
18573,94,"20130807","Routine - Unscheduled"
18577,96,"20140506","Routine - Unscheduled"
18577,89,"20130422","Routine - Unscheduled"
18580,100,"20140506","Routine - Unscheduled"
18580,92,"20130422","Routine - Unscheduled"
18581,98,"20140506","Routine - Unscheduled"
18581,96,"20130422","Routine - Unscheduled"
18606,94,"20140609","Routine - Unscheduled"
18606,96,"20131010","Routine - Unscheduled"
18616,,"20150615","Reinspection/Followup"
18616,,"20150610","Reinspection/Followup"
18616,77,"20150609","Routine - Unscheduled"
18616,98,"20131213","Routine - Unscheduled"
18686,,"20140107","Complaint"
18686,81,"20140107","Routine - Unscheduled"
18686,,"20130514","Reinspection/Followup"
18686,77,"20130507","Routine - Unscheduled"
18728,,"20151001","Complaint"
18728,84,"20150901","Routine - Unscheduled"
18728,84,"20140715","Routine - Unscheduled"
18728,98,"20131210","Routine - Unscheduled"
18755,,"20151008","Reinspection/Followup"
18755,87,"20150924","Routine - Unscheduled"
18755,,"20150414","Reinspection/Followup"
18755,94,"20141222","Routine - Unscheduled"
18755,,"20140731","New Ownership"
18755,96,"20140303","Routine - Unscheduled"
18755,96,"20130529","Routine - Unscheduled"
18767,93,"20140825","Routine - Unscheduled"
18767,94,"20140327","Routine - Unscheduled"
18767,,"20130903","Reinspection/Followup"
18767,87,"20130827","Routine - Unscheduled"
18800,86,"20160309","Routine - Unscheduled"
18800,81,"20140127","Routine - Unscheduled"
18800,76,"20130410","Routine - Unscheduled"
18805,90,"20140603","Routine - Unscheduled"
18805,98,"20131008","Routine - Unscheduled"
18815,94,"20150930","Routine - Unscheduled"
18815,92,"20140806","Routine - Unscheduled"
18815,,"20140806","Complaint"
18815,,"20140804","Complaint"
18815,,"20140611","Reinspection/Followup"
18815,90,"20140520","Routine - Unscheduled"
18815,,"20131022","Reinspection/Followup"
18815,86,"20131009","Routine - Unscheduled"
18824,82,"20141205","Routine - Unscheduled"
18824,,"20141205","Complaint"
18824,83,"20140818","Routine - Unscheduled"
18824,84,"20131203","Routine - Unscheduled"
18824,,"20130426","Reinspection/Followup"
18825,94,"20160208","Routine - Unscheduled"
18825,,"20150309","Reinspection/Followup"
18825,,"20141223","Reinspection/Followup"
18825,100,"20141121","Routine - Unscheduled"
18825,,"20140402","Reinspection/Followup"
18825,,"20140319","Reinspection/Followup"
18825,89,"20140312","Routine - Unscheduled"
18825,,"20130911","Reinspection/Followup"
18825,,"20130821","Reinspection/Followup"
18825,87,"20130814","Routine - Unscheduled"
18826,87,"20150603","Routine - Unscheduled"
18826,,"20140106","Reinspection/Followup"
18826,73,"20131220","Routine - Unscheduled"
18870,,"20150521","Reinspection/Followup"
18870,73,"20150513","Routine - Unscheduled"
18870,74,"20130410","Routine - Unscheduled"
18874,86,"20150109","Routine - Unscheduled"
18874,,"20140723","Reinspection/Followup"
18874,84,"20140424","Routine - Unscheduled"
18874,,"20140418","Non-inspection site visit"
18901,,"20140815","Non-inspection site visit"
18901,,"20140815","Non-inspection site visit"
18901,,"20140806","Reinspection/Followup"
18901,77,"20140806","Routine - Unscheduled"
18901,,"20140505","Non-inspection site visit"
18901,75,"20140421","Routine - Unscheduled"
18901,,"20131004","Reinspection/Followup"
18901,82,"20130926","Routine - Unscheduled"
18921,,"20150512","Non-inspection site visit"
18921,,"20140305","Reinspection/Followup"
18921,84,"20140226","Routine - Unscheduled"
18921,,"20140226","Complaint"
18940,100,"20140326","Routine - Unscheduled"
18940,,"20131001","Reinspection/Followup"
18940,,"20130926","Reinspection/Followup"
18940,89,"20130925","Routine - Unscheduled"
18952,100,"20150410","Routine - Unscheduled"
18952,100,"20140828","Routine - Unscheduled"
18952,100,"20140113","Routine - Unscheduled"
18953,100,"20150410","Routine - Unscheduled"
18953,100,"20140828","Routine - Unscheduled"
18953,100,"20140113","Routine - Unscheduled"
18954,100,"20150410","Routine - Unscheduled"
18954,100,"20140828","Routine - Unscheduled"
18954,100,"20140113","Routine - Unscheduled"
18963,100,"20151104","Routine - Unscheduled"
18963,,"20151104","Complaint"
18963,,"20151104","Reinspection/Followup"
18963,89,"20150218","Routine - Unscheduled"
18963,100,"20140714","Routine - Unscheduled"
18963,,"20131115","Reinspection/Followup"
18963,76,"20131107","Routine - Unscheduled"
18981,,"20140625","Reinspection/Followup"
18981,85,"20140620","Routine - Unscheduled"
18981,90,"20131118","Routine - Unscheduled"
18996,92,"20150727","Routine - Unscheduled"
18996,90,"20141006","Routine - Unscheduled"
18996,,"20140905","Complaint"
18996,,"20140904","Complaint"
18996,,"20140826","New Construction"
18996,,"20140826","New Construction"
18996,98,"20140319","Routine - Unscheduled"
18996,98,"20130905","Routine - Unscheduled"
19002,,"20160304","Reinspection/Followup"
19002,90,"20160225","Routine - Unscheduled"
19002,,"20150729","New Construction"
19002,96,"20141119","Routine - Unscheduled"
19002,96,"20140822","Routine - Unscheduled"
19002,100,"20140331","Routine - Unscheduled"
19003,88,"20150617","Routine - Unscheduled"
19003,,"20140506","Reinspection/Followup"
19003,89,"20140428","Routine - Unscheduled"
19003,92,"20131112","Routine - Unscheduled"
19003,,"20130604","Reinspection/Followup"
19003,86,"20130521","Routine - Unscheduled"
19003,,"20130426","Non-inspection site visit"
19025,96,"20150224","Routine - Unscheduled"
19025,98,"20140326","Routine - Unscheduled"
19025,,"20130808","Reinspection/Followup"
19025,91,"20130729","Routine - Unscheduled"
19041,,"20141215","Reinspection/Followup"
19041,80,"20141125","Routine - Unscheduled"
19041,91,"20140327","Routine - Unscheduled"
19041,90,"20130606","Routine - Unscheduled"
19043,,"20141113","Reinspection/Followup"
19043,82,"20141021","Routine - Unscheduled"
19043,91,"20140416","Routine - Unscheduled"
19043,,"20131021","Reinspection/Followup"
19043,89,"20131016","Routine - Unscheduled"
19055,,"20140303","Reinspection/Followup"
19055,84,"20140227","Routine - Unscheduled"
19055,,"20140227","Non-inspection site visit"
19055,100,"20130618","Routine - Unscheduled"
19056,,"20140303","Reinspection/Followup"
19056,96,"20140227","Routine - Unscheduled"
19056,100,"20130618","Routine - Unscheduled"
19057,,"20140303","Reinspection/Followup"
19057,96,"20140227","Routine - Unscheduled"
19057,100,"20130618","Routine - Unscheduled"
19058,,"20140303","Reinspection/Followup"
19058,94,"20140227","Routine - Unscheduled"
19058,100,"20130618","Routine - Unscheduled"
19059,100,"20140619","Routine - Unscheduled"
19059,100,"20140122","Routine - Unscheduled"
19059,93,"20130424","Routine - Unscheduled"
19060,96,"20140619","Routine - Unscheduled"
19060,96,"20140122","Routine - Unscheduled"
19060,96,"20130424","Routine - Unscheduled"
19061,100,"20140619","Routine - Unscheduled"
19061,100,"20140508","Routine - Unscheduled"
19061,100,"20140122","Routine - Unscheduled"
19061,92,"20130424","Routine - Unscheduled"
19063,100,"20140624","Routine - Unscheduled"
19063,100,"20140620","Routine - Unscheduled"
19063,100,"20140122","Routine - Unscheduled"
19063,88,"20130424","Routine - Unscheduled"
19064,92,"20140619","Routine - Unscheduled"
19064,92,"20140122","Routine - Unscheduled"
19064,92,"20130424","Routine - Unscheduled"
19076,,"20160314","Reinspection/Followup"
19076,76,"20160224","Routine - Unscheduled"
19076,,"20150730","Reinspection/Followup"
19076,83,"20150602","Routine - Unscheduled"
19076,,"20150602","Complaint"
19076,,"20140801","Reinspection/Followup"
19076,74,"20140721","Routine - Unscheduled"
19076,,"20140410","Reinspection/Followup"
19076,,"20140331","Complaint"
19076,83,"20140115","Routine - Unscheduled"
19076,,"20130910","Reinspection/Followup"
19076,83,"20130806","Routine - Unscheduled"
19076,,"20130524","Reinspection/Followup"
19082,100,"20140624","Routine - Unscheduled"
19082,100,"20140620","Routine - Unscheduled"
19082,100,"20140122","Routine - Unscheduled"
19082,100,"20130424","Routine - Unscheduled"
19087,,"20140628","Routine - Unscheduled"
19094,90,"20150601","Routine - Unscheduled"
19094,,"20140609","Reinspection/Followup"
19094,100,"20140609","Routine - Unscheduled"
19094,,"20130916","Reinspection/Followup"
19094,98,"20130830","Routine - Unscheduled"
19109,96,"20150320","Routine - Unscheduled"
19109,96,"20141120","Routine - Unscheduled"
19109,93,"20140128","Routine - Unscheduled"
19109,93,"20130521","Routine - Unscheduled"
19131,88,"20160105","Routine - Unscheduled"
19131,86,"20140512","Routine - Unscheduled"
19131,82,"20130515","Routine - Unscheduled"
19138,81,"20150423","Routine - Unscheduled"
19138,96,"20140919","Routine - Unscheduled"
19138,94,"20140210","Routine - Unscheduled"
19138,,"20131122","Complaint"
19138,88,"20130725","Routine - Unscheduled"
19150,,"20141118","Routine - Unscheduled"
19150,,"20140221","Routine - Unscheduled"
19150,,"20130809","Routine - Unscheduled"
19169,100,"20140718","Routine - Unscheduled"
19169,100,"20140102","Routine - Unscheduled"
19169,100,"20130426","Routine - Unscheduled"
19170,98,"20150624","Routine - Unscheduled"
19170,,"20140523","Reinspection/Followup"
19170,,"20140424","Reinspection/Followup"
19170,,"20140320","Reinspection/Followup"
19170,86,"20140318","Routine - Unscheduled"
19170,96,"20130429","Routine - Unscheduled"
19171,,"20160114","Reinspection/Followup"
19171,94,"20160105","Routine - Unscheduled"
19171,94,"20140428","Routine - Unscheduled"
19171,,"20131126","Reinspection/Followup"
19171,89,"20131119","Routine - Unscheduled"
19171,98,"20130528","Routine - Unscheduled"
19172,94,"20150102","Routine - Unscheduled"
19172,92,"20140425","Routine - Unscheduled"
19172,,"20131206","Reinspection/Followup"
19172,85,"20131115","Routine - Unscheduled"
19172,,"20130530","Reinspection/Followup"
19172,89,"20130528","Routine - Unscheduled"
19205,,"20150812","Non-inspection site visit"
19205,96,"20150527","Routine - Unscheduled"
19205,,"20140903","Non-inspection site visit"
19205,,"20140827","Non-inspection site visit"
19205,,"20140724","Complaint"
19205,,"20140702","Complaint"
19205,96,"20140401","Routine - Unscheduled"
19205,100,"20131002","Routine - Unscheduled"
19205,,"20130827","Complaint"
19205,,"20130812","Complaint"
19277,,"20151223","Reinspection/Followup"
19277,,"20140212","Reinspection/Followup"
19277,86,"20140129","Routine - Unscheduled"
19344,94,"20140411","Routine - Unscheduled"
19344,92,"20130621","Routine - Unscheduled"
19357,,"20150310","Complaint"
19357,,"20150310","Reinspection/Followup"
19357,,"20150218","Complaint"
19357,81,"20150218","Routine - Unscheduled"
19357,86,"20141103","Routine - Unscheduled"
19357,,"20140109","Reinspection/Followup"
19357,72,"20131213","Routine - Unscheduled"
19357,,"20130501","Reinspection/Followup"
19373,,"20160220","Reinspection/Followup"
19373,,"20151118","Reinspection/Followup"
19373,87,"20151013","Routine - Unscheduled"
19373,,"20150312","Reinspection/Followup"
19373,85,"20150225","Routine - Unscheduled"
19373,,"20140603","Reinspection/Followup"
19373,91,"20140514","Routine - Unscheduled"
19373,,"20131016","Reinspection/Followup"
19373,,"20131011","Reinspection/Followup"
19373,86,"20130926","Routine - Unscheduled"
19373,,"20130429","Non-inspection site visit"
19379,89,"20151106","Routine - Unscheduled"
19379,,"20141114","Reinspection/Followup"
19379,,"20141106","Reinspection/Followup"
19379,90,"20141017","Routine - Unscheduled"
19379,,"20140410","Reinspection/Followup"
19379,91,"20140403","Routine - Unscheduled"
19379,91,"20130729","Routine - Unscheduled"
19380,94,"20140402","Routine - Unscheduled"
19386,81,"20140922","Routine - Unscheduled"
19386,,"20131106","Reinspection/Followup"
19386,93,"20131104","Routine - Unscheduled"
19403,90,"20150731","Routine - Unscheduled"
19403,98,"20140627","Routine - Unscheduled"
19403,,"20140612","New Construction"
19403,100,"20131213","Routine - Unscheduled"
19416,98,"20150707","Routine - Unscheduled"
19416,90,"20140416","Routine - Unscheduled"
19416,84,"20130607","Routine - Unscheduled"
19417,100,"20150127","Routine - Unscheduled"
19417,100,"20140506","Routine - Unscheduled"
19417,100,"20130515","Routine - Unscheduled"
19418,100,"20150424","Routine - Unscheduled"
19418,100,"20140314","Routine - Unscheduled"
19418,100,"20130830","Routine - Unscheduled"
19440,,"20150318","Reinspection/Followup"
19440,94,"20150318","Routine - Unscheduled"
19440,94,"20140327","Routine - Unscheduled"
19641,,"20150528","New Construction"
19641,,"20150303","New Construction"
19641,,"20150219","New Construction"
19641,,"20140617","Reinspection/Followup"
19641,,"20140610","Complaint Reinspection/Followup"
19641,80,"20140603","Routine - Unscheduled"
20116,,"20140519","Non-inspection site visit"
20116,88,"20140512","Routine - Unscheduled"
20116,,"20130903","Reinspection/Followup"
20116,81,"20130827","Routine - Unscheduled"
20291,,"20160324","Reinspection/Followup"
20291,,"20160311","Complaint"
20291,82,"20160311","Routine - Unscheduled"
20291,94,"20151210","Routine - Unscheduled"
20291,,"20150520","Reinspection/Followup"
20291,92,"20150407","Routine - Unscheduled"
20291,94,"20140410","Routine - Unscheduled"
20291,,"20130723","Reinspection/Followup"
20291,74,"20130703","Routine - Unscheduled"
20327,92,"20151014","Routine - Unscheduled"
20327,,"20141117","Reinspection/Followup"
20327,91,"20140820","Routine - Unscheduled"
20327,,"20140211","Reinspection/Followup"
20327,92,"20140128","Routine - Unscheduled"
20327,,"20130627","Reinspection/Followup"
20327,92,"20130618","Routine - Unscheduled"
20367,,"20150714","Complaint"
20367,,"20150212","Complaint"
20367,86,"20141118","Routine - Unscheduled"
20367,,"20140903","Complaint"
20367,,"20140418","Complaint"
20367,,"20140319","Complaint"
20367,,"20140107","Reinspection/Followup"
20367,90,"20140103","Routine - Unscheduled"
20367,,"20131213","Reinspection/Followup"
20367,,"20131204","Complaint Reinspection/Followup"
20367,,"20131118","Complaint"
20367,,"20130910","Complaint"
20367,,"20130813","Complaint Reinspection/Followup"
20367,,"20130805","Complaint"
20367,,"20130613","Complaint"
20367,,"20130517","Complaint"
20625,100,"20150128","Routine - Unscheduled"
20625,100,"20140708","Routine - Unscheduled"
20625,,"20131118","Reinspection/Followup"
20625,96,"20131016","Routine - Unscheduled"
20625,,"20130920","Complaint"
20824,96,"20150324","Routine - Unscheduled"
20824,,"20150306","Non-inspection site visit"
20824,94,"20140130","Routine - Unscheduled"
20824,96,"20130806","Routine - Unscheduled"
20825,94,"20150324","Routine - Unscheduled"
20825,,"20150306","Non-inspection site visit"
20825,90,"20140130","Routine - Unscheduled"
20825,94,"20130806","Routine - Unscheduled"
20924,94,"20141021","Routine - Unscheduled"
20924,92,"20140221","Routine - Unscheduled"
20924,92,"20130701","Routine - Unscheduled"
21101,94,"20160325","Routine - Unscheduled"
21101,,"20150114","Reinspection/Followup"
21101,82,"20141229","Routine - Unscheduled"
21101,,"20130617","Routine - Unscheduled"
21143,98,"20140411","Routine - Unscheduled"
21143,96,"20130617","Routine - Unscheduled"
21407,92,"20150127","Routine - Unscheduled"
21407,100,"20140505","Routine - Unscheduled"
21407,92,"20130521","Routine - Unscheduled"
21429,96,"20150130","Routine - Unscheduled"
21429,96,"20140703","Routine - Unscheduled"
21429,98,"20131210","Routine - Unscheduled"
21429,92,"20130510","Routine - Unscheduled"
21583,98,"20150105","Routine - Unscheduled"
21583,,"20140415","New Construction"
21583,,"20140317","New Construction"
21583,98,"20140123","Routine - Unscheduled"
21785,,"20150128","Complaint"
21785,91,"20150120","Routine - Unscheduled"
21785,96,"20140602","Routine - Unscheduled"
21785,,"20131025","Reinspection/Followup"
21785,93,"20131016","Routine - Unscheduled"
21807,91,"20151014","Routine - Unscheduled"
21807,92,"20140611","Routine - Unscheduled"
21807,98,"20131121","Routine - Unscheduled"
21909,92,"20151208","Routine - Unscheduled"
21909,96,"20141113","Routine - Unscheduled"
21909,,"20140314","Reinspection/Followup"
21909,,"20140312","Reinspection/Followup"
21909,90,"20140206","Routine - Unscheduled"
21909,,"20130801","Reinspection/Followup"
21909,92,"20130730","Routine - Unscheduled"
21921,88,"20150622","Routine - Unscheduled"
21921,,"20140701","Reinspection/Followup"
21921,80,"20140603","Routine - Unscheduled"
21921,90,"20130620","Routine - Unscheduled"
21982,,"20151124","Reinspection/Followup"
21982,,"20150903","Reinspection/Followup"
21982,,"20150814","Reinspection/Followup"
21982,,"20150804","Reinspection/Followup"
21982,,"20150730","Non-inspection site visit"
21982,65,"20150729","Routine - Unscheduled"
21982,,"20140604","Reinspection/Followup"
21982,,"20140529","Non-inspection site visit"
21982,,"20140522","Reinspection/Followup"
21982,,"20140514","Reinspection/Followup"
21982,,"20140513","Non-inspection site visit"
21982,85,"20140506","Routine - Unscheduled"
21982,,"20130903","Reinspection/Followup"
21982,87,"20130827","Routine - Unscheduled"
22177,96,"20150330","Routine - Unscheduled"
22177,96,"20140305","Routine - Unscheduled"
22177,100,"20131211","Routine - Unscheduled"
22177,,"20130517","Reinspection/Followup"
22177,92,"20130417","Routine - Unscheduled"
22304,100,"20141010","Routine - Unscheduled"
22304,100,"20130722","Routine - Unscheduled"
22606,92,"20150611","Routine - Unscheduled"
22606,,"20140721","Reinspection/Followup"
22606,81,"20140714","Routine - Unscheduled"
22606,96,"20131104","Routine - Unscheduled"
22606,90,"20130408","Routine - Unscheduled"
22671,94,"20150618","Routine - Unscheduled"
22671,92,"20140410","Routine - Unscheduled"
22671,94,"20130821","Routine - Unscheduled"
23068,,"20151229","Reinspection/Followup"
23068,,"20151228","Reinspection/Followup"
23068,87,"20151228","Routine - Unscheduled"
23068,90,"20140428","Routine - Unscheduled"
23068,,"20131122","Reinspection/Followup"
23068,87,"20131114","Routine - Unscheduled"
23068,,"20130528","Reinspection/Followup"
23068,81,"20130521","Routine - Unscheduled"
23273,98,"20150527","Routine - Unscheduled"
23273,96,"20140422","Routine - Unscheduled"
23273,96,"20130910","Routine - Unscheduled"
23557,100,"20151215","Routine - Unscheduled"
23557,100,"20150209","Routine - Unscheduled"
