game_id,minute,player,team1score,team2score
738,49,Jairzinho,1,2
739,24,Deyna [p.],1,0
739,43,Karasi,1,1
739,62,Lato,2,1
740,24,EdstrÃ¶m,0,1
740,51,Overath,1,1
740,52,Bonhof,2,1
740,53,Sandberg,2,2
740,76,Grabowski,3,2
740,89,HoeneÃ [p.],4,2
741,76,MÃ¼ller,0,1
742,50,Neeskens,1,0
742,65,Cruijff,2,0
743,14,Streich,0,1
743,20,Houseman,1,1
744,27,Å urjak,0,1
744,29,EdstrÃ¶m,1,1
744,85,Torstensson,2,1
745,76,Lato,1,0
746,2,Neeskens [p.],0,1
746,25,Breitner [p.],1,1
746,43,MÃ¼ller,2,1
747,30,Bouba Diop,0,1
748,39,M'Boma,0,1
748,52,Holland,1,1
749,45,Tomasson,0,1
749,47,DarÃ­o RodrÃ­guez,1,1
749,83,Tomasson,1,2
750,20,Klose,1,0
750,25,Klose,2,0
750,40,Ballack,3,0
750,45+,Jancker,4,0
750,70,Klose,5,0
750,73,Linke,6,0
750,84,Bierhoff,7,0
750,90+,Schneider,8,0
751,63,Batistuta,1,0
752,39,Santa Cruz,1,0
752,55,Arce,2,0
752,63,T. Mokoena,2,1
752,90+,Fortune [p.],2,2
753,24,Campbell,1,0
753,59,Alexandersson,1,1
754,44,RaÃºl,1,0
754,74,ValerÃ³n,2,0
754,82,CimirotiÄ,2,1
754,87,Hierro [p.],3,1
755,60,Blanco [p.],0,1
756,45+,Hasan ÅaÅ,0,1
756,50,Ronaldo,1,1
756,87,Rivaldo [p.],2,1
757,7,Vieri,1,0
757,27,Vieri,2,0
758,61,Ronald GÃ³mez,0,1
758,65,Wright,0,2
759,57,Wilmots,0,1
759,59,Suzuki,1,1
759,67,Inamoto,2,1
759,75,Van der Heyden,2,2
760,26,Hwang Sun-hong,1,0
760,53,Yoo Sang-chul,2,0
761,59,Titov,1,0
761,64,Karpin [p.],2,0
762,4,OâBrien,1,0
762,30,Jorge Costa [o.g.],2,0
762,36,McBride,3,0
762,39,Beto,3,1
762,71,Agoos [o.g.],3,2
763,19,Klose,1,0
763,90+,Robbie Keane,1,1
764,16,Tomasson [p.],1,0
764,52,Diao,1,1
765,66,Eto'o,1,0
767,27,Aghahowa,0,1
767,35,Larsson,1,1
767,63,Larsson [p.],2,1
768,10,Puyol [o.g.],0,1
768,53,Morientes,1,1
768,69,Morientes,2,1
768,83,Hierro [p.],3,1
769,44,Beckham [p.],0,1
770,4,Nomvethe,1,0
771,55,Vieri,1,0
771,73,OliÄ,1,1
771,76,RapajiÄ,1,2
772,15,Roberto Carlos,1,0
772,32,Rivaldo,2,0
772,45,Ronaldinho GaÃºcho [p.],3,0
772,55,Ronaldo,4,0
773,5,Delgado,0,1
773,28,Borgetti,1,1
773,57,Torrado,2,1
774,56,Emre BelÃ¶zoÄlu,0,1
774,86,Parks,1,1
775,51,Inamoto,1,0
776,24,Mathis,0,1
776,78,Ahn Jung-hwan,1,1
777,13,Wilmots,0,1
777,17,BouzaiÃ¨ne,1,1
778,14,Pauleta,1,0
778,65,Pauleta,2,0
778,77,Pauleta,3,0
778,88,Rui Costa,4,0
779,22,Rommedahl,1,0
779,67,Tomasson,2,0
780,20,Fadiga [p.],1,0
780,26,Bouba Diop,2,0
780,38,Bouba Diop,3,0
780,46,Morales,3,1
780,69,ForlÃ¡n,3,2
780,88,Recoba [p.],3,3
781,50,Bode,0,1
781,79,Klose,0,2
782,7,Robbie Keane,0,1
782,61,Breen,0,2
782,87,Duff,0,3
783,59,A. Svensson,1,0
783,88,Crespo,1,1
785,4,RaÃºl,0,1
785,31,McCarthy,1,1
785,45+,Mendieta,1,2
785,53,Radebe,2,2
785,56,RaÃºl,2,3
786,45+,AÄimoviÄ,1,0
786,65,Cuevas,1,1
786,73,Campos,1,2
786,84,Cuevas,1,3
787,10,Ronaldo,0,1
787,13,Ronaldo,0,2
787,38,EdmÃ­lson,0,3
787,39,Wanchope,1,3
787,56,Ronald GÃ³mez,2,3
787,62,Rivaldo,2,4
787,64,JÃºnior,2,5
788,6,Hasan ÅaÅ,1,0
788,9,BÃ¼lent,2,0
788,85,Ãmit Davala,3,0
789,48,MÃ©ndez,1,0
790,34,Borgetti,1,0
790,85,Del Piero,1,1
791,7,Walem,1,0
791,52,Beschastnykh,1,1
791,78,Sonck,2,1
791,82,Wilmots,3,1
791,88,Sychjov,3,2
792,48,Morishima,0,1
792,75,H. Nakata,0,2
793,3,Olisadebe,1,0
793,5,KryszaÅowicz,2,0
793,66,Marcin Å»ewÅakow,3,0
793,83,Donovan,3,1
794,70,Park Ji-sung,0,1
795,88,Neuville,1,0
796,5,Ferdinand,0,1
796,22,Owen,0,2
796,44,Heskey,0,3
797,11,Larsson,1,0
797,37,H. Camara,1,1
797,104,H. Camara [Golden Goal],1,2
798,8,Morientes,1,0
798,90,Robbie Keane [p.],1,1
799,8,McBride,0,1
799,65,Donovan,0,2
800,67,Rivaldo,1,0
800,87,Ronaldo,2,0
801,12,Ãmit Davala,0,1
802,18,Vieri,0,1
802,88,Sul Ki-hyun,1,1
802,117,Ahn Jung-hwan [Golden Goal],2,1
803,23,Owen,1,0
803,45+,Rivaldo,1,1
803,50,Ronaldinho GaÃºcho,2,1
804,39,Ballack,1,0
806,94,Ä°lhan [Golden Goal],0,1
807,75,Ballack,1,0
808,49,Ronaldo,1,0
809,1,Hakan ÅÃ¼kÃ¼r,1,0
809,9,Lee Eul-yong,1,1
809,13,Ä°lhan,2,1
809,32,Ä°lhan,3,1
809,90+,Song Jong-gook,3,2
810,67,Ronaldo,1,0
810,79,Ronaldo,2,0
811,15,MilutinoviÄ,1,0
812,23,Baltazar,1,0
812,30,Didi,2,0
812,34,Pinga,3,0
812,43,Pinga,4,0
812,69,Julinho,5,0
813,33,Probst,1,0
814,72,MÃ­guez,1,0
814,81,Schiaffino,2,0
815,18,Ballaman,1,0
815,44,Boniperti,1,1
815,78,HÃ¼gi,2,1
816,12,PuskÃ¡s,1,0
816,18,Lantos,2,0
816,24,Kocsis,3,0
816,36,Kocsis,4,0
816,50,Kocsis,5,0
816,59,Czibor,6,0
816,75,PalotÃ¡s,7,0
816,83,PalotÃ¡s,8,0
816,89,PuskÃ¡s,9,0
817,2,Suat,0,1
817,14,SchÃ¤fer,1,1
817,52,Klodt,2,1
817,60,O. Walter,3,1
817,84,Morlock,4,1
818,4,Anoul,0,1
818,25,Broadis,1,1
818,37,Lofthouse,2,1
818,62,Broadis,3,1
818,74,Anoul,3,2
818,77,Coppens,3,3
818,91,Lofthouse,4,3
818,93,Dickinson [o.g.],4,4
819,17,Borges,1,0
819,30,MÃ­guez,2,0
819,47,Borges,3,0
819,54,Abbadie,4,0
819,57,Borges,5,0
819,83,MÃ­guez,6,0
819,85,Abbadie,7,0
820,48,Zebec,0,1
820,69,Didi,1,1
821,2,Stojaspal,1,0
821,4,Probst,2,0
821,21,Probst,3,0
821,24,Probst,4,0
821,65,Stojaspal,5,0
822,19,Vincent,1,0
822,49,CÃ¡rdenas [o.g.],2,0
822,54,Lamadrid,2,1
822,85,BalcÃ¡zar,2,2
822,88,Kopa [p.],3,2
823,3,Kocsis,1,0
823,17,PuskÃ¡s,2,0
823,21,Kocsis,3,0
823,25,Pfaff,3,1
823,50,Hidegkuti,4,1
823,54,Hidegkuti,5,1
823,67,Kocsis,6,1
823,73,J. TÃ³th,7,1
823,77,Rahn,7,2
823,78,Kocsis,8,2
823,81,Herrmann,8,3
824,10,Suat,1,0
824,24,Lefter,2,0
824,30,Suat,3,0
824,37,Burhan,4,0
824,64,Burhan,5,0
824,70,Burhan,6,0
824,76,Erol,7,0
825,41,Pandolfini [p.],1,0
825,48,Galli,2,0
825,58,Frignani,3,0
825,78,Lorenzi,4,0
825,81,Anoul,4,1
826,43,Mullen,1,0
826,69,Wilshaw,2,0
827,7,O. Walter,1,0
827,12,SchÃ¤fer,2,0
827,17,Mustafa,2,1
827,31,Morlock,3,1
827,62,Morlock,4,1
827,63,F. Walter,5,1
827,77,Morlock,6,1
827,79,SchÃ¤fer,7,1
827,82,Lefter,7,2
828,14,HÃ¼gi,1,0
828,48,Ballaman,2,0
828,67,Nesti,2,1
828,85,HÃ¼gi,3,1
828,90,Fatton,4,1
829,5,Borges,1,0
829,16,Lofthouse,1,1
829,39,Varela,2,1
829,46,Schiaffino,3,1
829,67,Finney,3,2
829,78,Ambrois,4,2
830,16,Ballaman,0,1
830,17,HÃ¼gi,0,2
830,18,HÃ¼gi,0,3
830,25,Wagner,1,3
830,26,A. KÃ¶rner,2,3
830,28,Wagner,3,3
830,32,Ocwirk,4,3
830,34,A. KÃ¶rner,5,3
830,36,Ballaman,5,4
830,54,Wagner,6,4
830,60,HÃ¼gi,6,5
830,77,Probst,7,5
831,4,Hidegkuti,1,0
831,7,Kocsis,2,0
831,18,Djalma Santos [p.],2,1
831,60,Lantos [p.],3,1
831,65,Julinho,3,2
831,88,Kocsis,4,2
832,9,Horvat [o.g.],1,0
832,85,Rahn,2,0
833,12,Czibor,1,0
833,47,Hidegkuti,2,0
833,75,Hohberg,2,1
833,86,Hohberg,2,2
833,111,Kocsis,3,2
833,116,Kocsis,4,2
834,31,SchÃ¤fer,1,0
834,47,Morlock,2,0
834,51,Probst,2,1
834,54,F. Walter [p.],3,1
834,61,O. Walter,4,1
834,64,F. Walter [p.],5,1
834,89,O. Walter,6,1
835,16,Stojaspal [p.],1,0
835,22,Hohberg,1,1
835,59,Cruz [o.g.],2,1
835,79,Ocwirk,3,1
836,6,PuskÃ¡s,0,1
836,8,Czibor,0,2
836,10,Morlock,1,2
836,18,Rahn,2,2
836,84,Rahn,3,2
