LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Sonoma,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,33.6,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,862,21.7,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,13,13.6,7,28
Asthma ED Visit Rates,California,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,8634,18.4,7,28
Asthma ED Visit Rates,Calaveras,2012,All Ages,Sex,Female,98,46.5,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,394,26.8,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,169,19.9,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,45.6,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,71,23.4,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,2067,16.8,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,29,22.9,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,34,22,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,43,17,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,24,24.7,7,28
Asthma ED Visit Rates,Orange,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,706,13.9,7,28
Asthma ED Visit Rates,Placer,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,40,16.5,7,28
Asthma ED Visit Rates,Riverside,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,184,14.8,7,28
Asthma ED Visit Rates,Sacramento,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,552,25.8,7,28
Asthma ED Visit Rates,San Bernardino,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,172,15.4,7,28
Asthma ED Visit Rates,San Diego,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,644,20.4,7,28
Asthma ED Visit Rates,San Francisco,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,502,20.4,7,28
Asthma ED Visit Rates,San Joaquin,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,300,31.9,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,San Mateo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,404,22.3,7,28
Asthma ED Visit Rates,Santa Barbara,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,14.1,7,28
Asthma ED Visit Rates,Santa Clara,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,789,14.1,7,28
Asthma ED Visit Rates,Santa Cruz,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,18.5,7,28
Asthma ED Visit Rates,Shasta,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Solano,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,264,45.4,7,28
Asthma ED Visit Rates,Sonoma,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,15.8,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,59,23.5,7,28
Asthma ED Visit Rates,Sutter,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,20,15.1,7,28
Asthma ED Visit Rates,Tehama,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,25,17,7,28
Asthma ED Visit Rates,Ventura,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,12.9,7,28
Asthma ED Visit Rates,Yolo,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,49,25.1,7,28
Asthma ED Visit Rates,Yuba,2012,All Ages,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Race-Ethnicity,African-American,4294,231.1,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Race-Ethnicity,African-American,57,185.6,7,28
Asthma ED Visit Rates,Calaveras,2012,All Ages,Race-Ethnicity,African-American,6,,7,28
Asthma ED Visit Rates,California,2012,All Ages,Race-Ethnicity,African-American,38295,176.9,7,28
Asthma ED Visit Rates,Colusa,2012,All Ages,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Race-Ethnicity,African-American,2422,256.8,7,28
Asthma ED Visit Rates,Del Norte,2012,All Ages,Race-Ethnicity,African-American,30,221.6,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Race-Ethnicity,African-American,18,171.5,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Race-Ethnicity,African-American,762,154.4,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Race-Ethnicity,African-American,41,319.1,7,28
Asthma ED Visit Rates,Imperial,2012,All Ages,Race-Ethnicity,African-American,54,131.8,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Race-Ethnicity,African-American,993,204.2,7,28
Asthma ED Visit Rates,Kings,2012,All Ages,Race-Ethnicity,African-American,189,187.8,7,28
Asthma ED Visit Rates,Lake,2012,All Ages,Race-Ethnicity,African-American,33,416.9,7,28
Asthma ED Visit Rates,Lassen,2012,All Ages,Race-Ethnicity,African-American,5,,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Race-Ethnicity,African-American,12745,164.8,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Race-Ethnicity,African-American,86,213,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Race-Ethnicity,African-American,84,137.1,7,28
Asthma ED Visit Rates,Mendocino,2012,All Ages,Race-Ethnicity,African-American,17,283.8,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Race-Ethnicity,African-American,342,408.5,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Race-Ethnicity,African-American,114,121.9,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Race-Ethnicity,African-American,32,136.3,7,28
Asthma ED Visit Rates,Orange,2012,All Ages,Race-Ethnicity,African-American,584,122.6,7,28
Asthma ED Visit Rates,Placer,2012,All Ages,Race-Ethnicity,African-American,38,92.6,7,28
Asthma ED Visit Rates,Riverside,2012,All Ages,Race-Ethnicity,African-American,1977,143.2,7,28
Asthma ED Visit Rates,Sacramento,2012,All Ages,Race-Ethnicity,African-American,2961,200.8,7,28
Asthma ED Visit Rates,San Bernardino,2012,All Ages,Race-Ethnicity,African-American,3459,188.5,7,28
Asthma ED Visit Rates,San Diego,2012,All Ages,Race-Ethnicity,African-American,2029,136.2,7,28
Asthma ED Visit Rates,San Francisco,2012,All Ages,Race-Ethnicity,African-American,954,210.9,7,28
Asthma ED Visit Rates,San Joaquin,2012,All Ages,Race-Ethnicity,African-American,1051,201.9,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,All Ages,Race-Ethnicity,African-American,38,97.6,7,28
Asthma ED Visit Rates,San Mateo,2012,All Ages,Race-Ethnicity,African-American,170,91.9,7,28
Asthma ED Visit Rates,Santa Barbara,2012,All Ages,Race-Ethnicity,African-American,88,133,7,28
Asthma ED Visit Rates,Santa Clara,2012,All Ages,Race-Ethnicity,African-American,523,114.8,7,28
Asthma ED Visit Rates,Santa Cruz,2012,All Ages,Race-Ethnicity,African-American,16,81.9,7,28
Asthma ED Visit Rates,Shasta,2012,All Ages,Race-Ethnicity,African-American,23,149.8,7,28
Asthma ED Visit Rates,Siskiyou,2012,All Ages,Race-Ethnicity,African-American,15,407.2,7,28
Asthma ED Visit Rates,Solano,2012,All Ages,Race-Ethnicity,African-American,1185,212.5,7,28
Asthma ED Visit Rates,Sonoma,2012,All Ages,Race-Ethnicity,African-American,137,186.6,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Race-Ethnicity,African-American,313,259.3,7,28
Asthma ED Visit Rates,Sutter,2012,All Ages,Race-Ethnicity,African-American,11,,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Race-Ethnicity,African-American,92,170,7,28
Asthma ED Visit Rates,Ventura,2012,All Ages,Race-Ethnicity,African-American,134,111.8,7,28
Asthma ED Visit Rates,Yolo,2012,All Ages,Race-Ethnicity,African-American,75,149.3,7,28
Asthma ED Visit Rates,Yuba,2012,All Ages,Race-Ethnicity,African-American,33,140.7,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Race-Ethnicity,Hispanic,1825,49.6,7,28
Asthma ED Visit Rates,Amador,2012,All Ages,Race-Ethnicity,Hispanic,13,29.7,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Race-Ethnicity,Hispanic,98,26.7,7,28
Asthma ED Visit Rates,Calaveras,2012,All Ages,Race-Ethnicity,Hispanic,7,,7,28
Asthma ED Visit Rates,California,2012,All Ages,Race-Ethnicity,Hispanic,70205,46.2,7,28
Asthma ED Visit Rates,Colusa,2012,All Ages,Race-Ethnicity,Hispanic,35,35.1,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Race-Ethnicity,Hispanic,2106,75.2,7,28
Asthma ED Visit Rates,Del Norte,2012,All Ages,Race-Ethnicity,Hispanic,13,24,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Race-Ethnicity,Hispanic,58,23.9,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Race-Ethnicity,Hispanic,4034,74.4,7,28
Asthma ED Visit Rates,Glenn,2012,All Ages,Race-Ethnicity,Hispanic,27,25.3,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Race-Ethnicity,Hispanic,52,36.9,7,28
Asthma ED Visit Rates,Imperial,2012,All Ages,Race-Ethnicity,Hispanic,972,63.8,7,28
Asthma ED Visit Rates,Inyo,2012,All Ages,Race-Ethnicity,Hispanic,11,,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Race-Ethnicity,Hispanic,2253,49.1,7,28
Asthma ED Visit Rates,Kings,2012,All Ages,Race-Ethnicity,Hispanic,624,81.4,7,28
Asthma ED Visit Rates,Lake,2012,All Ages,Race-Ethnicity,Hispanic,60,69.2,7,28
Asthma ED Visit Rates,Lassen,2012,All Ages,Race-Ethnicity,Hispanic,12,21.7,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Race-Ethnicity,Hispanic,23596,47.9,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Race-Ethnicity,Hispanic,727,75.3,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Race-Ethnicity,Hispanic,125,28.2,7,28
Asthma ED Visit Rates,Mendocino,2012,All Ages,Race-Ethnicity,Hispanic,87,44.1,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Race-Ethnicity,Hispanic,1136,73.3,7,28
Asthma ED Visit Rates,Mono,2012,All Ages,Race-Ethnicity,Hispanic,5,,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Race-Ethnicity,Hispanic,1241,46.4,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Race-Ethnicity,Hispanic,139,29.1,7,28
Asthma ED Visit Rates,Nevada,2012,All Ages,Race-Ethnicity,Hispanic,28,25.9,7,28
Asthma ED Visit Rates,Orange,2012,All Ages,Race-Ethnicity,Hispanic,3823,34.7,7,28
Asthma ED Visit Rates,Placer,2012,All Ages,Race-Ethnicity,Hispanic,101,18.3,7,28
Asthma ED Visit Rates,Plumas,2012,All Ages,Race-Ethnicity,Hispanic,6,,7,28
Asthma ED Visit Rates,Riverside,2012,All Ages,Race-Ethnicity,Hispanic,3884,35.2,7,28
Asthma ED Visit Rates,Sacramento,2012,All Ages,Race-Ethnicity,Hispanic,1908,60.4,7,28
Asthma ED Visit Rates,San Benito,2012,All Ages,Race-Ethnicity,Hispanic,147,40.6,7,28
Asthma ED Visit Rates,San Bernardino,2012,All Ages,Race-Ethnicity,Hispanic,4958,45.7,7,28
Asthma ED Visit Rates,San Diego,2012,All Ages,Race-Ethnicity,Hispanic,4194,37.1,7,28
Asthma ED Visit Rates,San Francisco,2012,All Ages,Race-Ethnicity,Hispanic,500,43.4,7,28
Asthma ED Visit Rates,San Joaquin,2012,All Ages,Race-Ethnicity,Hispanic,1352,47.5,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,All Ages,Race-Ethnicity,Hispanic,184,29.3,7,28
Asthma ED Visit Rates,San Mateo,2012,All Ages,Race-Ethnicity,Hispanic,1132,59.5,7,28
Asthma ED Visit Rates,Santa Barbara,2012,All Ages,Race-Ethnicity,Hispanic,776,35.4,7,28
Asthma ED Visit Rates,Santa Clara,2012,All Ages,Race-Ethnicity,Hispanic,2429,48.3,7,28
Asthma ED Visit Rates,Santa Cruz,2012,All Ages,Race-Ethnicity,Hispanic,424,43.2,7,28
Asthma ED Visit Rates,Shasta,2012,All Ages,Race-Ethnicity,Hispanic,41,22,7,28
Asthma ED Visit Rates,Siskiyou,2012,All Ages,Race-Ethnicity,Hispanic,9,,7,28
Asthma ED Visit Rates,Solano,2012,All Ages,Race-Ethnicity,Hispanic,588,57.1,7,28
Asthma ED Visit Rates,Sonoma,2012,All Ages,Race-Ethnicity,Hispanic,523,38.6,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Race-Ethnicity,Hispanic,1066,44.9,7,28
Asthma ED Visit Rates,Sutter,2012,All Ages,Race-Ethnicity,Hispanic,78,31.8,7,28
Asthma ED Visit Rates,Tehama,2012,All Ages,Race-Ethnicity,Hispanic,41,24.8,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Race-Ethnicity,Hispanic,1102,36.2,7,28
Asthma ED Visit Rates,Tuolumne,2012,All Ages,Race-Ethnicity,Hispanic,22,34,7,28
Asthma ED Visit Rates,Ventura,2012,All Ages,Race-Ethnicity,Hispanic,1266,34.6,7,28
Asthma ED Visit Rates,Yolo,2012,All Ages,Race-Ethnicity,Hispanic,290,47.3,7,28
Asthma ED Visit Rates,Yuba,2012,All Ages,Race-Ethnicity,Hispanic,54,28,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Race-Ethnicity,White,2133,43.2,7,28
Asthma ED Visit Rates,Amador,2012,All Ages,Race-Ethnicity,White,246,106.8,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Race-Ethnicity,White,744,51.2,7,28
Asthma ED Visit Rates,Calaveras,2012,All Ages,Race-Ethnicity,White,156,48.6,7,28
Asthma ED Visit Rates,California,2012,All Ages,Race-Ethnicity,White,58921,42.9,7,28
Asthma ED Visit Rates,Colusa,2012,All Ages,Race-Ethnicity,White,34,40.4,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Race-Ethnicity,White,2358,49.8,7,28
Asthma ED Visit Rates,Del Norte,2012,All Ages,Race-Ethnicity,White,89,57.5,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Race-Ethnicity,White,475,37.8,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Race-Ethnicity,White,2102,78.5,7,28
Asthma ED Visit Rates,Glenn,2012,All Ages,Race-Ethnicity,White,71,54.1,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Race-Ethnicity,White,802,82.8,7,28
Asthma ED Visit Rates,Imperial,2012,All Ages,Race-Ethnicity,White,357,178.8,7,28
Asthma ED Visit Rates,Inyo,2012,All Ages,Race-Ethnicity,White,53,53.4,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Race-Ethnicity,White,1763,57,7,28
Asthma ED Visit Rates,Kings,2012,All Ages,Race-Ethnicity,White,607,116.3,7,28
Asthma ED Visit Rates,Lake,2012,All Ages,Race-Ethnicity,White,331,81.6,7,28
Asthma ED Visit Rates,Lassen,2012,All Ages,Race-Ethnicity,White,82,39.1,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Race-Ethnicity,White,9109,36.5,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Race-Ethnicity,White,303,70,7,28
Asthma ED Visit Rates,California,2012,All Ages,Sex,Female,97120,51.5,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Race-Ethnicity,White,446,25.2,7,28
Asthma ED Visit Rates,Mariposa,2012,All Ages,Race-Ethnicity,White,50,41.4,7,28
Asthma ED Visit Rates,Mendocino,2012,All Ages,Race-Ethnicity,White,340,70,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Race-Ethnicity,White,658,82.3,7,28
Asthma ED Visit Rates,Modoc,2012,All Ages,Race-Ethnicity,White,43,72.2,7,28
Asthma ED Visit Rates,Mono,2012,All Ages,Race-Ethnicity,White,14,18.8,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Race-Ethnicity,White,486,41.7,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Race-Ethnicity,White,362,50.7,7,28
Asthma ED Visit Rates,Nevada,2012,All Ages,Race-Ethnicity,White,352,51.5,7,28
Asthma ED Visit Rates,Orange,2012,All Ages,Race-Ethnicity,White,4298,35.6,7,28
Asthma ED Visit Rates,Placer,2012,All Ages,Race-Ethnicity,White,891,35.6,7,28
Asthma ED Visit Rates,Plumas,2012,All Ages,Race-Ethnicity,White,62,49,7,28
Asthma ED Visit Rates,Riverside,2012,All Ages,Race-Ethnicity,White,3425,43.6,7,28
Asthma ED Visit Rates,Sacramento,2012,All Ages,Race-Ethnicity,White,3274,48.7,7,28
Asthma ED Visit Rates,San Benito,2012,All Ages,Race-Ethnicity,White,79,50.9,7,28
Asthma ED Visit Rates,San Bernardino,2012,All Ages,Race-Ethnicity,White,4011,63.9,7,28
Asthma ED Visit Rates,San Diego,2012,All Ages,Race-Ethnicity,White,3946,29.1,7,28
Asthma ED Visit Rates,San Francisco,2012,All Ages,Race-Ethnicity,White,1055,36.2,7,28
Asthma ED Visit Rates,San Joaquin,2012,All Ages,Race-Ethnicity,White,1430,61.4,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,All Ages,Race-Ethnicity,White,608,39.3,7,28
Asthma ED Visit Rates,San Mateo,2012,All Ages,Race-Ethnicity,White,866,29,7,28
Asthma ED Visit Rates,Santa Barbara,2012,All Ages,Race-Ethnicity,White,603,35.7,7,28
Asthma ED Visit Rates,Santa Clara,2012,All Ages,Race-Ethnicity,White,1627,27.4,7,28
Asthma ED Visit Rates,Santa Cruz,2012,All Ages,Race-Ethnicity,White,449,34.5,7,28
Asthma ED Visit Rates,Shasta,2012,All Ages,Race-Ethnicity,White,814,63.2,7,28
Asthma ED Visit Rates,Siskiyou,2012,All Ages,Race-Ethnicity,White,123,42.7,7,28
Asthma ED Visit Rates,Solano,2012,All Ages,Race-Ethnicity,White,1090,69,7,28
Asthma ED Visit Rates,Sonoma,2012,All Ages,Race-Ethnicity,White,1207,41.2,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Race-Ethnicity,White,1341,59.1,7,28
Asthma ED Visit Rates,Sutter,2012,All Ages,Race-Ethnicity,White,140,30.9,7,28
Asthma ED Visit Rates,Tehama,2012,All Ages,Race-Ethnicity,White,262,66.8,7,28
Asthma ED Visit Rates,Trinity,2012,All Ages,Race-Ethnicity,White,55,70.8,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Race-Ethnicity,White,641,48,7,28
Asthma ED Visit Rates,Tuolumne,2012,All Ages,Race-Ethnicity,White,236,66,7,28
Asthma ED Visit Rates,Ventura,2012,All Ages,Race-Ethnicity,White,1249,35.5,7,28
Asthma ED Visit Rates,Yolo,2012,All Ages,Race-Ethnicity,White,348,37.6,7,28
Asthma ED Visit Rates,Yuba,2012,All Ages,Race-Ethnicity,White,181,41,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Sex,Female,5460,69.5,7,28
Asthma ED Visit Rates,Amador,2012,All Ages,Sex,Female,142,99.4,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Sex,Female,542,52.3,7,28
Asthma ED Visit Rates,Colusa,2012,All Ages,Sex,Female,50,46.4,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Sex,Female,4300,79.5,7,28
Asthma ED Visit Rates,Del Norte,2012,All Ages,Sex,Female,85,64.3,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Sex,Female,331,40.4,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Sex,Female,3575,74.9,7,28
Asthma ED Visit Rates,Glenn,2012,All Ages,Sex,Female,69,49.9,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Sex,Female,562,86.3,7,28
Asthma ED Visit Rates,Imperial,2012,All Ages,Sex,Female,693,79.3,7,28
Asthma ED Visit Rates,Inyo,2012,All Ages,Sex,Female,38,43,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Sex,Female,2581,61.5,7,28
Asthma ED Visit Rates,Kings,2012,All Ages,Sex,Female,770,117.9,7,28
Asthma ED Visit Rates,Lake,2012,All Ages,Sex,Female,241,78.6,7,28
Asthma ED Visit Rates,Lassen,2012,All Ages,Sex,Female,53,45.5,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Sex,Female,25530,51.4,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Sex,Female,548,70.5,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Sex,Female,376,29.7,7,28
Asthma ED Visit Rates,Mariposa,2012,All Ages,Sex,Female,36,47.6,7,28
Asthma ED Visit Rates,Mendocino,2012,All Ages,Sex,Female,262,63.8,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Sex,Female,1193,93,7,28
Asthma ED Visit Rates,Modoc,2012,All Ages,Sex,Female,34,84.7,7,28
Asthma ED Visit Rates,Mono,2012,All Ages,Sex,Female,12,18.5,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Sex,Female,1045,51.1,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Sex,Female,308,43.7,7,28
Asthma ED Visit Rates,Nevada,2012,All Ages,Sex,Female,228,52.7,7,28
Asthma ED Visit Rates,Orange,2012,All Ages,Sex,Female,5202,33.9,7,28
Asthma ED Visit Rates,Placer,2012,All Ages,Sex,Female,630,34.5,7,28
Asthma ED Visit Rates,Plumas,2012,All Ages,Sex,Female,46,52.8,7,28
Asthma ED Visit Rates,Riverside,2012,All Ages,Sex,Female,5089,45.6,7,28
Asthma ED Visit Rates,Sacramento,2012,All Ages,Sex,Female,5077,69.4,7,28
Asthma ED Visit Rates,San Benito,2012,All Ages,Sex,Female,133,47.1,7,28
Asthma ED Visit Rates,San Bernardino,2012,All Ages,Sex,Female,6848,65.8,7,28
Asthma ED Visit Rates,San Diego,2012,All Ages,Sex,Female,6051,39.2,7,28
Asthma ED Visit Rates,San Francisco,2012,All Ages,Sex,Female,1663,42.9,7,28
Asthma ED Visit Rates,San Joaquin,2012,All Ages,Sex,Female,2215,63.8,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,All Ages,Sex,Female,495,43.1,7,28
Asthma ED Visit Rates,San Mateo,2012,All Ages,Sex,Female,1418,37.1,7,28
Asthma ED Visit Rates,Santa Barbara,2012,All Ages,Sex,Female,802,38.2,7,28
Asthma ED Visit Rates,Santa Clara,2012,All Ages,Sex,Female,3072,33.7,7,28
Asthma ED Visit Rates,Santa Cruz,2012,All Ages,Sex,Female,500,40,7,28
Asthma ED Visit Rates,Shasta,2012,All Ages,Sex,Female,505,58.7,7,28
Asthma ED Visit Rates,Sierra,2012,All Ages,Sex,Female,5,,7,28
Asthma ED Visit Rates,Siskiyou,2012,All Ages,Sex,Female,89,46.4,7,28
Asthma ED Visit Rates,Solano,2012,All Ages,Sex,Female,1781,87.3,7,28
Asthma ED Visit Rates,Sonoma,2012,All Ages,Sex,Female,1090,45.1,7,28
Asthma ED Visit Rates,Stanislaus,2012,All Ages,Sex,Female,1512,58.4,7,28
Asthma ED Visit Rates,Sutter,2012,All Ages,Sex,Female,144,30.8,7,28
Asthma ED Visit Rates,Tehama,2012,All Ages,Sex,Female,190,64.6,7,28
Asthma ED Visit Rates,Trinity,2012,All Ages,Sex,Female,38,76.8,7,28
Asthma ED Visit Rates,Tulare,2012,All Ages,Sex,Female,1128,50.3,7,28
Asthma ED Visit Rates,Tuolumne,2012,All Ages,Sex,Female,151,68.7,7,28
Asthma ED Visit Rates,Ventura,2012,All Ages,Sex,Female,1462,35.5,7,28
Asthma ED Visit Rates,Yolo,2012,All Ages,Sex,Female,398,41.6,7,28
Asthma ED Visit Rates,Yuba,2012,All Ages,Sex,Female,172,48.2,7,28
Asthma ED Visit Rates,Alameda,2012,All Ages,Sex,Male,4457,60.1,7,28
Asthma ED Visit Rates,Amador,2012,All Ages,Sex,Male,122,77.5,7,28
Asthma ED Visit Rates,Butte,2012,All Ages,Sex,Male,408,39,7,28
Asthma ED Visit Rates,Calaveras,2012,All Ages,Sex,Male,75,40.1,7,28
Asthma ED Visit Rates,California,2012,All Ages,Sex,Male,88708,47.7,7,28
Asthma ED Visit Rates,Colusa,2012,All Ages,Sex,Male,31,29,7,28
Asthma ED Visit Rates,Contra Costa,2012,All Ages,Sex,Male,3639,71.7,7,28
Asthma ED Visit Rates,Del Norte,2012,All Ages,Sex,Male,55,41.3,7,28
Asthma ED Visit Rates,El Dorado,2012,All Ages,Sex,Male,239,28.9,7,28
Asthma ED Visit Rates,Fresno,2012,All Ages,Sex,Male,3615,69.9,7,28
Asthma ED Visit Rates,Glenn,2012,All Ages,Sex,Male,37,25.4,7,28
Asthma ED Visit Rates,Humboldt,2012,All Ages,Sex,Male,428,65.2,7,28
Asthma ED Visit Rates,Imperial,2012,All Ages,Sex,Male,728,75.7,7,28
Asthma ED Visit Rates,Inyo,2012,All Ages,Sex,Male,44,52.5,7,28
Asthma ED Visit Rates,Kern,2012,All Ages,Sex,Male,2674,56.7,7,28
Asthma ED Visit Rates,Kings,2012,All Ages,Sex,Male,673,81.2,7,28
Asthma ED Visit Rates,Lake,2012,All Ages,Sex,Male,196,67.9,7,28
Asthma ED Visit Rates,Lassen,2012,All Ages,Sex,Male,49,29.7,7,28
Asthma ED Visit Rates,Los Angeles,2012,All Ages,Sex,Male,24044,50.4,7,28
Asthma ED Visit Rates,Madera,2012,All Ages,Sex,Male,586,73.5,7,28
Asthma ED Visit Rates,Marin,2012,All Ages,Sex,Male,337,28.1,7,28
Asthma ED Visit Rates,Mariposa,2012,All Ages,Sex,Male,25,34.5,7,28
Asthma ED Visit Rates,Mendocino,2012,All Ages,Sex,Male,232,56.6,7,28
Asthma ED Visit Rates,Merced,2012,All Ages,Sex,Male,1018,72.1,7,28
Asthma ED Visit Rates,Modoc,2012,All Ages,Sex,Male,14,34.4,7,28
Asthma ED Visit Rates,Mono,2012,All Ages,Sex,Male,12,18.3,7,28
Asthma ED Visit Rates,Monterey,2012,All Ages,Sex,Male,945,41.7,7,28
Asthma ED Visit Rates,Napa,2012,All Ages,Sex,Male,257,38.9,7,28
Asthma ED Visit Rates,Nevada,2012,All Ages,Sex,Male,171,42.6,7,28
